85,Sat Nov  5 21:12:46 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,267,2807,87, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-5,248,2775,21462
86,Sat Nov  5 21:12:47 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2808,88, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-6,249,2775,21463
87,Sat Nov  5 21:12:48 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,3,0,268,2808,89, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,6,-6,248,2775,21464
88,Sat Nov  5 21:12:49 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2808,90, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,7,-7,248,2775,21465
89,Sat Nov  5 21:12:50 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2807,91, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,7,-6,250,2775,21466
90,Sat Nov  5 21:12:51 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,268,2807,92, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,105,171,2681,7,-5,249,2775,21467
91,Sat Nov  5 21:12:52 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2805,93, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,7,-6,249,2774,21468
92,Sat Nov  5 21:12:53 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,265,2809,94, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,106,171,2681,6,-6,249,2774,21469
93,Sat Nov  5 21:12:54 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,-1,267,2808,95, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,106,171,2681,5,-4,250,2775,21470
94,Sat Nov  5 21:12:55 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,269,2808,96, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,5,-6,251,2775,21471
95,Sat Nov  5 21:12:57 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,267,2807,98, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,106,171,2681,6,-5,249,2775,21473
96,Sat Nov  5 21:12:58 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,1,266,2809,99, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,7,-6,249,2774,21474
97,Sat Nov  5 21:12:59 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2808,100, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-6,249,2775,21475
98,Sat Nov  5 21:13:00 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2808,101, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-6,251,2776,21476
99,Sat Nov  5 21:13:01 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,267,2808,102, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,6,-5,251,2774,21477
100,Sat Nov  5 21:13:02 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,0,267,2808,103, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,108,171,2681,5,-5,251,2774,21478
101,Sat Nov  5 21:13:03 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2807,104, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,106,171,2681,7,-6,250,2775,21479
102,Sat Nov  5 21:13:04 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,268,2808,105, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-6,250,2774,21480
103,Sat Nov  5 21:13:05 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,1,1,266,2807,106, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,107,171,2681,6,-4,250,2774,21481
104,Sat Nov  5 21:13:06 +08 2022, ff02::1, c1:0c:00:00:00:00:0f:21,171,3200,2,0,266,2807,107, fe80::c30c:0:0:66, c1:0c:00:00:00:00:0f:23,8765,8765,14,26, -55 dBm,105,171,2681,6,-6,250,2774,21482
